,Hit.Name,Gene,E.Value,Score,Genome,KO
384,2999_TARA_SAMEA2622837_METAG_AJLMAJKC,K03781hits_moreStringent.align,4.3e-270,902.6,Alteromonas_macleodii_SAMEA2622837,K03781
385,1546_TARA_SAMEA2621260_METAG_POCDJBFE,K03781hits_moreStringent.align,4.8e-269,899.1,Alteromonas_macleodii_SAMEA2621260,K03781
386,1423_MALA_SAMN05422195_METAG_GNIPIPMH,K03781hits_moreStringent.align,5.7e-269,898.9,Alteromonas_macleodii_SAMN05422195,K03781
387,3649_TARA_SAMEA2622376_METAG_BHCALEEO,K03781hits_moreStringent.align,7.3e-269,898.6,Alteromonas_macleodii_SAMEA2622376,K03781
388,3764_2841454579,K03781hits_moreStringent.align,1.6e-268,897.5,Alteromonas_sp_RKMC_009,K03781
389,3331_TARA_SAMEA2622219_METAG_OLKBBLOM,K03781hits_moreStringent.align,4.6e-268,895.9,Alteromonas_macleodii_SAMEA2622219,K03781
390,1653_TARA_SAMEA2622678_METAG_NJLMMAFG,K03781hits_moreStringent.align,1.3e-266,891.2,Alteromonas_macleodii_SAMEA2622678,K03781
391,1615_TARA_SAMEA2620815_METAG_EEKNENIE,K03781hits_moreStringent.align,2.9e-266,890,Alteromonas_macleodii_SAMEA2620815,K03781
392,893_TARA_SAMEA2622048_METAG_DBDFGENL,K03781hits_moreStringent.align,4.3e-255,853.1,Alteromonas_australica_SAMEA2622048,K03781
393,831_TARA_SAMEA2591098_METAG_ELBPFDCK,K03781hits_moreStringent.align,1.4e-250,838.2,Alteromonas_macleodii_SAMEA2591098,K03781
394,538_2651870152,K03781hits_moreStringent.align,7.7e-249,832.5,Alteromonas_macleodii_REDSEA_S10_B9,K03781
395,358_2855647486,K03781hits_moreStringent.align,6.4e-247,826.2,Alteromonas_indica_IO390401,K03781
396,2357_MALA_SAMN05421699_METAG_LKMOJPCD,K03781hits_moreStringent.align,7.2e-247,826,Alteromonas_macleodii_SAMN05421699,K03781
397,1052_TARA_SAMEA2621155_METAG_BMEOCPIO,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_australica_SAMEA2621155,K03781
398,1113_TARA_SAMEA2621176_METAG_JENGLJNG,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_australica_SAMEA2621176,K03781
399,1119_TARA_SAMEA2621076_METAG_GINCPJEM,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_australica_SAMEA2621076,K03781
400,1272_TARA_SAMEA2620882_METAG_GJEPBGGD,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_australica_SAMEA2620882,K03781
401,1298_TARA_SAMEA2622737_METAG_EHIMIIMP,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_australica_SAMEA2622737,K03781
402,130_2802429350,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_sp_ARS20,K03781
403,1340_TARA_SAMEA2623513_METAG_PGGKNGAJ,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_australica_SAMEA2623513,K03781
404,1346_TARA_SAMEA2622678_METAG_EMNMIPDN,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_australica_SAMEA2622678,K03781
405,1366_TARA_SAMEA2621216_METAG_ANKHBPBN,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_australica_SAMEA2621216,K03781
406,1511_TARA_SAMEA2622097_METAG_CBGOIALJ,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_australica_SAMEA2622097,K03781
407,1586_TARA_SAMEA2622696_METAG_FJMHLBNK,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_australica_SAMEA2622696,K03781
408,1621_TARA_SAMEA2623314_METAG_DPHFBFLK,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_australica_SAMEA2623314,K03781
409,1630_TARA_SAMEA2622048_METAG_DBDFGENL,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_australica_SAMEA2622048,K03781
410,1731_TARA_SAMEA2591132_METAG_KHLCFNJJ,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_australica_SAMEA2591132,K03781
411,1749_TARA_SAMEA2623135_METAG_DJILNNCH,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_australica_SAMEA2623135,K03781
412,1762_TARA_SAMN05326644_METAG_PON00061,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_australica_SAMN05326644,K03781
413,1783_TARA_SAMEA2622923_METAG_FFMAPNPA,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_australica_SAMEA2622923,K03781
414,1900_TARA_SAMEA2622197_METAG_COANOGOL,K03781hits_moreStringent.align,9.7e-240,802.5,COANOGOL,K03781
415,2142_TARA_SAMEA2622499_METAG_BNLJGNGC,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_australica_SAMEA2622499,K03781
416,2196_TARA_SAMEA2621204_METAG_JIFCLNHI,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_australica_SAMEA2621204,K03781
417,2216_MALA_SAMN05422104_METAG_FCEGNAFB,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_australica_SAMN05422104,K03781
418,2303_TARA_SAMEA2621812_METAG_NKJCGLGA,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_australica_SAMEA2621812,K03781
419,2361_TARA_SAMEA2621295_METAG_EFHEAJNM,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_australica_SAMEA2621295,K03781
420,237_TARA_SAMEA2622656_METAG_ONBBOINN,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_australica_SAMEA2622656,K03781
421,2428_TARA_SAMEA2621101_METAG_LOPADGMB,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_australica_SAMEA2621101,K03781
422,2491_TARA_SAMEA2621232_METAG_LHMCJHIB,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_australica_SAMEA2621232,K03781
423,2558_TARA_SAMEA2620198_METAG_KLFKEFEP,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_australica_SAMEA2620198,K03781
424,2565_TARA_SAMEA2621099_METAG_AKPJHAOI,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_australica_SAMEA2621099,K03781
425,2614_2802429386,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_sp_NP15,K03781
426,264_BGEO_SAMN07136708_METAG_KMOHFEJM,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_australica_SAMN07136708,K03781
427,264_TARA_SAMEA2621045_METAG_OHODKCPK,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_australica_SAMEA2621045,K03781
428,2670_TARA_SAMEA2622695_METAG_ILPHFPJJ,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_australica_SAMEA2622695,K03781
429,2687_TARA_SAMEA2621044_METAG_NOLHAABM,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_australica_SAMEA2621044,K03781
430,2738_TARA_SAMEA2623794_METAG_GMMKMDFK,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_australica_SAMEA2623794,K03781
431,2845_TARA_SAMEA2622738_METAG_JDKGJOOG,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_australica_SAMEA2622738,K03781
432,2936_TARA_SAMEA2622716_METAG_EODCONKG,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_australica_SAMEA2622716,K03781
433,294_MALA_SAMN05421660_METAG_DPEMGBDK,K03781hits_moreStringent.align,9.7e-240,802.5,DPEMGBDK,K03781
434,2993_TARA_SAMEA2621037_METAG_BOIEAKJP,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_australica_SAMEA2621037,K03781
435,2997_TARA_SAMEA2620217_METAG_KNGANELN,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_australica_SAMEA2620217,K03781
436,3008_TARA_SAMEA2623295_METAG_JAJGGAMP,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_australica_SAMEA2623295,K03781
437,3195_TARA_SAMEA2622673_METAG_KABGAJCP,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_australica_SAMEA2622673,K03781
438,3255_TARA_SAMEA2621066_METAG_EHDOKGKK,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_australica_SAMEA2621066,K03781
439,3313_TARA_SAMEA2622149_METAG_IIKHAJAF,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_australica_SAMEA2622149,K03781
440,3365_TARA_SAMEA2622402_METAG_IKPHBABN,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_australica_SAMEA2622402,K03781
441,3394_TARA_SAMEA2622119_METAG_AHJCKKBI,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_australica_SAMEA2622119,K03781
442,3413_TARA_SAMEA2621020_METAG_DGKNMHLE,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_australica_SAMEA2621020,K03781
443,3427_TARA_SAMEA2621021_METAG_JAJGGMJP,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_australica_SAMEA2621021,K03781
444,3513_TARA_SAMEA2623826_METAG_OCIHHAIO,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_australica_SAMEA2623826,K03781
445,558_GCF_015767655.1,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_sp_B31_7,K03781
446,810_TARA_SAMEA2621242_METAG_MFCNHMLF,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_australica_SAMEA2621242,K03781
447,874_TARA_SAMEA2620065_METAG_OKKLCHLP,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_australica_SAMEA2620065,K03781
448,925_TARA_SAMEA2622801_METAG_LFPDDPPB,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_australica_SAMEA2622801,K03781
449,942_TARA_SAMEA2622690_METAG_DLAHHAJP,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_australica_SAMEA2622690,K03781
450,965_TARA_SAMEA2622823_METAG_PBNJCJBB,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_australica_SAMEA2622823,K03781
451,986_TARA_SAMEA2619974_METAG_DFCIFEPC,K03781hits_moreStringent.align,9.7e-240,802.5,DFCIFEPC,K03781
452,998_TARA_SAMEA2621132_METAG_LILFEADH,K03781hits_moreStringent.align,9.7e-240,802.5,Alteromonas_australica_SAMEA2621132,K03781
453,1030_TARA_SAMEA2621013_METAG_FHBCEPPH,K03781hits_moreStringent.align,1.6e-239,801.8,Alteromonas_australica_SAMEA2621013,K03781
454,1159_TARA_SAMEA2621779_METAG_AKPKIDGA,K03781hits_moreStringent.align,1.6e-239,801.8,Alteromonas_australica_SAMEA2621779,K03781
455,1330_TARA_SAMEA2620995_METAG_BFDFBIKP,K03781hits_moreStringent.align,1.6e-239,801.8,Alteromonas_australica_SAMEA2620995,K03781
456,1480_BGEO_SAMN07136710_METAG_AFAMJGBL,K03781hits_moreStringent.align,1.6e-239,801.8,Alteromonas_australica_SAMN07136710,K03781
457,314_2802429356,K03781hits_moreStringent.align,1.6e-239,801.8,Alteromonas_sp_EAC37,K03781
458,3175_2585427644,K03781hits_moreStringent.align,1.6e-239,801.8,Alteromonas_australica_H17,K03781
459,848_MALA_SAMN05422121_METAG_OGAMKLHO,K03781hits_moreStringent.align,1.6e-239,801.8,Alteromonas_australica_SAMN05422121,K03781
460,912_TARA_SAMEA2621092_METAG_JEDFGNEM,K03781hits_moreStringent.align,1.6e-239,801.8,Alteromonas_australica_SAMEA2621092,K03781
461,3509_2639762924,K03781hits_moreStringent.align,3.2e-239,800.8,Alteromonas_australica_DE170,K03781
462,2567_2899550177,K03781hits_moreStringent.align,3e-238,797.6,Alteromonas_portus_HB161718,K03781
463,1896_BATS_SAMN07137114_METAG_HCBNBPJK,K03781hits_moreStringent.align,3.3e-238,797.4,Alteromonas_macleodii_SAMN07137114,K03781
464,3326_2687453488,K03781hits_moreStringent.align,3.3e-238,797.4,Alteromonas_macleodii_HOT1A3,K03781
465,3389_2785510739,K03781hits_moreStringent.align,3.3e-238,797.4,Alteromonas_macleodii_EZ55,K03781
466,592_TARA_SAMEA2622676_METAG_KGFLKMBD,K03781hits_moreStringent.align,3.3e-238,797.4,Alteromonas_macleodii_SAMEA2622676,K03781
467,1591_MALA_SAMN05422133_METAG_NBFINJIH,K03781hits_moreStringent.align,5.3e-238,796.7,Alteromonas_macleodii_SAMN05422133,K03781
468,2524_MALA_SAMN05422128_METAG_GFOMCGFD,K03781hits_moreStringent.align,6.6e-238,796.4,Alteromonas_macleodii_SAMN05422128,K03781
469,3265_2738541261,K03781hits_moreStringent.align,6.6e-238,796.4,Alteromonas_macleodii_BGP9,K03781
470,3348_2738541262,K03781hits_moreStringent.align,6.6e-238,796.4,Alteromonas_macleodii_BGP14,K03781
471,3348_GCF_901446755.2,K03781hits_moreStringent.align,6.6e-238,796.4,Alteromonas_macleodii_83_1,K03781
472,3349_2738541260,K03781hits_moreStringent.align,6.6e-238,796.4,Alteromonas_macleodii_BGP6,K03781
473,3644_MALA_SAMN05422114_METAG_HDMCNFBK,K03781hits_moreStringent.align,6.6e-238,796.4,Alteromonas_macleodii_SAMN05422114,K03781
474,802_MARD_SAMN05578452_REFG_MMP05578452,K03781hits_moreStringent.align,6.6e-238,796.4,Alteromonas_macleodii_SAMN05578452,K03781
475,2791_BGEO_SAMN07136711_METAG_NHALNJBN,K03781hits_moreStringent.align,7.8e-238,796.2,Alteromonas_macleodii_SAMN07136711,K03781
476,174_2651870155,K03781hits_moreStringent.align,7.9e-238,796.2,Alteromonas_macleodii_REDSEA_S15_B11,K03781
477,3759_2651870151,K03781hits_moreStringent.align,7.9e-238,796.2,Alteromonas_macleodii_REDSEA_S09_B2,K03781
478,745_2651870153,K03781hits_moreStringent.align,7.9e-238,796.2,Alteromonas_macleodii_REDSEA_S12_B5,K03781
479,3038_2710724218,K03781hits_moreStringent.align,1e-237,795.8,Alteromonas_sp_I10,K03781
480,1041_2844285455,K03781hits_moreStringent.align,1.5e-237,795.2,Alteromonas_abrolhosensis_PEL_68C,K03781
481,2963_2855659987,K03781hits_moreStringent.align,1.5e-237,795.2,Alteromonas_abrolhosensis_PEL_67E,K03781
482,3327_2841458974,K03781hits_moreStringent.align,1.6e-237,795.1,Alteromonas_macleodii_Te101,K03781
483,3252_2554235747,K03781hits_moreStringent.align,4.4e-237,793.7,Alteromonas_macleodii_ATCC_27126,K03781
484,4088_2899573643,K03781hits_moreStringent.align,6.3e-237,793.2,Alteromonas_sp_KUL17,K03781
485,3231_2521172684,K03781hits_moreStringent.align,7.5e-237,792.9,Alteromonas_macleodii_Black_Sea_11,K03781
486,3418_2738541267,K03781hits_moreStringent.align,8.1e-237,792.8,Alteromonas_macleodii_MIT1002_Genome_closure,K03781
487,3334_2521172683,K03781hits_moreStringent.align,1.1e-236,792.3,Alteromonas_macleodii_English_Channel_673,K03781
488,3362_2521172706,K03781hits_moreStringent.align,1.2e-236,792.3,Alteromonas_macleodii_Balearic_Sea_AD45,K03781
489,1619_2651870153,K03781hits_moreStringent.align,1.7e-236,791.8,Alteromonas_macleodii_REDSEA_S12_B5,K03781
490,69_GCF_023805395.1,K03781hits_moreStringent.align,3.5e-236,790.7,Alteromonas_macleodii_QZ9_9,K03781
491,141_MARD_SAMN10134660_REFG_MMP10134660,K03781hits_moreStringent.align,6.5e-236,789.8,Alteromonas_sp_SAMN10134660,K03781
492,2000_GCF_003443615.1,K03781hits_moreStringent.align,6.5e-236,789.8,Alteromonas_sp_BL110,K03781
493,3072_2718218105,K03781hits_moreStringent.align,1.2e-235,789,Alteromonas_mediterranea_CP48,K03781
494,3617_BGEO_SAMN07136715_METAG_KOEDIAMF,K03781hits_moreStringent.align,1.4e-235,788.8,Alteromonas_sp_SAMN07136715,K03781
495,2738_2802429354,K03781hits_moreStringent.align,1.8e-235,788.4,Alteromonas_sp_CPC327,K03781
496,3018_GCF_006517115.1,K03781hits_moreStringent.align,2.9e-235,787.7,Alteromonas_mediterranea_PT15,K03781
497,3116_GCF_006517095.1,K03781hits_moreStringent.align,2.9e-235,787.7,Alteromonas_mediterranea_PT11,K03781
498,3390_GCF_903772925.1,K03781hits_moreStringent.align,3e-235,787.7,Alteromonas_fortis_ALFOR1,K03781
499,3926_2524614846,K03781hits_moreStringent.align,3.1e-235,787.6,Alteromonas_sp_ALT199,K03781
500,3101_2721755611,K03781hits_moreStringent.align,3.4e-235,787.5,Alteromonas_mediterranea_AR43,K03781
501,3121_2721755798,K03781hits_moreStringent.align,3.4e-235,787.5,Alteromonas_mediterranea_CP49,K03781
502,3481_2721755799,K03781hits_moreStringent.align,4.5e-235,787.1,Alteromonas_mediterranea_RG65,K03781
503,3243_GCF_009759785.1,K03781hits_moreStringent.align,7.3e-235,786.4,Alteromonas_mediterranea_AltCH17,K03781
504,3405_2687453500,K03781hits_moreStringent.align,2.8e-232,777.9,Alteromonas_stellipolaris_LMG_21861,K03781
505,3425_2684623042,K03781hits_moreStringent.align,2.8e-232,777.9,Alteromonas_stellipolaris_LMG21856,K03781
506,287_TARA_SAMEA2621779_METAG_DHJPEKIP,K03781hits_moreStringent.align,8.1e-232,776.3,Alteromonas_sp_SAMEA2621779,K03781
507,2946_TARA_SAMEA4398193_METAG_IINLEEHA,K03781hits_moreStringent.align,8.1e-232,776.3,Alteromonas_naphthalenivorans_SAMEA4398193,K03781
508,3204_TARA_SAMN05326645_METAG_PSE00118,K03781hits_moreStringent.align,8.1e-232,776.3,Alteromonas_sp_SAMN05326645,K03781
509,3512_2684623167,K03781hits_moreStringent.align,8.8e-232,776.2,Alteromonas_stellipolaris_PQQ_42,K03781
510,3406_2687453643,K03781hits_moreStringent.align,8.8e-232,776.2,Alteromonas_stellipolaris_R10SW13,K03781
511,3511_2687453219,K03781hits_moreStringent.align,8.9e-232,776.2,Alteromonas_stellipolaris_PQQ_44,K03781
512,3506_GCF_900654235.1,K03781hits_moreStringent.align,1e-231,776,Alteromonas_sp_76_1,K03781
513,2443_MALA_SAMN05421707_METAG_GFCKOHMB,K03781hits_moreStringent.align,2e-231,775,Alteromonas_macleodii_SAMN05421707,K03781
514,2005_TARA_SAMEA4396515_METAG_LLIFOMKD,K03781hits_moreStringent.align,2.6e-231,774.7,Alteromonas_naphthalenivorans_SAMEA4396515,K03781
515,2905_TARA_SAMEA4397516_METAG_ODHMDPHJ,K03781hits_moreStringent.align,2.6e-231,774.7,Alteromonas_naphthalenivorans_SAMEA4397516,K03781
516,3138_TARA_SAMEA4397278_METAG_MPBNPLCD,K03781hits_moreStringent.align,2.6e-231,774.7,Alteromonas_naphthalenivorans_SAMEA4397278,K03781
517,3344_TARA_SAMEA4397023_METAG_BMLDLMJI,K03781hits_moreStringent.align,2.6e-231,774.7,Alteromonas_naphthalenivorans_SAMEA4397023,K03781
518,3349_TARA_SAMEA4397536_METAG_JOOLCOKF,K03781hits_moreStringent.align,2.6e-231,774.7,Alteromonas_naphthalenivorans_SAMEA4397536,K03781
519,3482_BGEO_SAMN07136711_METAG_EOPKMDLC,K03781hits_moreStringent.align,2.6e-231,774.7,Alteromonas_naphthalenivorans_SAMN07136711,K03781
520,963_2899561542,K03781hits_moreStringent.align,2.6e-231,774.7,Alteromonas_sp_KS69,K03781
521,3407_2687453434,K03781hits_moreStringent.align,2.7e-231,774.6,Alteromonas_sp_Mac2,K03781
522,3435_2687453355,K03781hits_moreStringent.align,2.7e-231,774.6,Alteromonas_sp_Mac1,K03781
523,3006_TARA_SAMEA2622149_METAG_NNHLKHHL,K03781hits_moreStringent.align,4.5e-230,770.6,Alteromonas_macleodii_SAMEA2622149,K03781
524,653_TARA_SAMEA2623370_METAG_BGGPHFHM,K03781hits_moreStringent.align,4.5e-230,770.6,Alteromonas_macleodii_SAMEA2623370,K03781
525,863_2651870155,K03781hits_moreStringent.align,9.1e-229,766.3,Alteromonas_macleodii_REDSEA_S15_B11,K03781
526,1201_2855647486,K03781hits_moreStringent.align,2.6e-228,764.7,Alteromonas_indica_IO390401,K03781
527,1009_MALA_SAMN05421901_METAG_KALOONEP,K03781hits_moreStringent.align,1.5e-226,758.9,Alteromonas_macleodii_SAMN05421901,K03781
528,2907_TARA_SAMEA4397157_METAG_EIKGCICO,K03781hits_moreStringent.align,3.6e-213,714.8,Alteromonas_naphthalenivorans_SAMEA4397157,K03781
529,778_TARA_SAMEA2619952_METAG_EMJBGBGK,K03781hits_moreStringent.align,8.7e-210,703.7,Alteromonas_macleodii_SAMEA2619952,K03781
530,1502_MALA_SAMN05422152_METAG_HBNHKFJL,K03781hits_moreStringent.align,9e-210,703.6,Alteromonas_macleodii_SAMN05422152,K03781
531,2893_TARA_SAMEA2622799_METAG_POKHDFDG,K03781hits_moreStringent.align,2.2e-208,699,Alteromonas_macleodii_SAMEA2622799,K03781
532,2464_TARA_SAMEA2619678_METAG_EIFLFJDP,K03781hits_moreStringent.align,1.7e-199,669.7,Alteromonas_macleodii_SAMEA2619678,K03781
533,1144_TARA_SAMEA2622074_METAG_LMCNBJON,K03781hits_moreStringent.align,6.1e-199,667.9,Alteromonas_australica_SAMEA2622074,K03781
534,2587_TARA_SAMEA2623426_METAG_KGGHKKNJ,K03781hits_moreStringent.align,5.9e-195,654.7,Alteromonas_australica_SAMEA2623426,K03781
535,1500_TARA_SAMEA2621045_METAG_OHODKCPK,K03781hits_moreStringent.align,1.8e-193,649.8,Alteromonas_australica_SAMEA2621045,K03781
536,672_TARA_SAMEA4397091_METAG_OHBHGPGP,K03781hits_moreStringent.align,1.2e-180,607.6,Alteromonas_naphthalenivorans_SAMEA4397091,K03781
537,867_MAG10_FICUS,K03781hits_moreStringent.align,5.5e-174,585.5,Alteromonas_macleodii_MAG10_FICUS,K03781
538,1318_MALA_SAMN05421707_METAG_GFCKOHMB,K03781hits_moreStringent.align,1.2e-172,581.1,Alteromonas_macleodii_SAMN05421707,K03781
539,784_MALA_SAMN05422123_METAG_AHNLNHFL,K03781hits_moreStringent.align,2.4e-172,580.1,Alteromonas_macleodii_SAMN05422123,K03781
540,2381_2651870152,K03781hits_moreStringent.align,2.1e-170,573.7,Alteromonas_macleodii_REDSEA_S10_B9,K03781
541,2199_MALA_SAMN05422169_METAG_JIKBLNIN,K03781hits_moreStringent.align,3e-170,573.2,Alteromonas_macleodii_SAMN05422169,K03781
542,3505_2791355104,K03781hits_moreStringent.align,1.3e-169,571.1,Alteromonas_pelagimontana_512,K03781
543,1256_MALA_SAMN05422113_METAG_BGGGCIFH,K03781hits_moreStringent.align,1.4e-169,571,Alteromonas_macleodii_SAMN05422113,K03781
544,3163_MALA_SAMN05422130_METAG_DBLLJBCG,K03781hits_moreStringent.align,1.1e-163,551.6,Alteromonas_sp_SAMN05422130,K03781
545,672_MALA_SAMN05422110_METAG_AHCIDJHN,K03781hits_moreStringent.align,2.3e-162,547.2,Alteromonas_macleodii_SAMN05422110,K03781
546,1020_TARA_SAMEA4397278_METAG_MPBNPLCD,K03781hits_moreStringent.align,3.8e-159,536.6,Alteromonas_naphthalenivorans_SAMEA4397278,K03781
547,3470_TARA_SAMEA4398193_METAG_IINLEEHA,K03781hits_moreStringent.align,1.6e-158,534.5,Alteromonas_naphthalenivorans_SAMEA4398193,K03781
548,1790_2524614846,K03781hits_moreStringent.align,1.8e-158,534.4,Alteromonas_sp_ALT199,K03781
549,2368_GCF_903772925.1,K03781hits_moreStringent.align,3.3e-158,533.5,Alteromonas_fortis_ALFOR1,K03781
550,2428_2738541267,K03781hits_moreStringent.align,5.9e-158,532.7,Alteromonas_macleodii_MIT1002_Genome_closure,K03781
551,2180_2718218105,K03781hits_moreStringent.align,6.6e-158,532.5,Alteromonas_mediterranea_CP48,K03781
552,580_TARA_SAMEA2622656_METAG_ONBBOINN,K03781hits_moreStringent.align,9.9e-158,531.9,Alteromonas_australica_SAMEA2622656,K03781
553,1019_TARA_SAMEA2621779_METAG_AKPKIDGA,K03781hits_moreStringent.align,1.2e-157,531.6,Alteromonas_australica_SAMEA2621779,K03781
554,288_TARA_SAMEA2623426_METAG_KGGHKKNJ,K03781hits_moreStringent.align,1.2e-157,531.6,Alteromonas_australica_SAMEA2623426,K03781
555,3162_TARA_SAMN05326644_METAG_PON00061,K03781hits_moreStringent.align,1.2e-157,531.6,Alteromonas_australica_SAMN05326644,K03781
556,1268_TARA_SAMEA2620995_METAG_BFDFBIKP,K03781hits_moreStringent.align,1.3e-157,531.5,Alteromonas_australica_SAMEA2620995,K03781
557,1438_2639762924,K03781hits_moreStringent.align,1.3e-157,531.5,Alteromonas_australica_DE170,K03781
558,2043_TARA_SAMEA2621132_METAG_LILFEADH,K03781hits_moreStringent.align,1.3e-157,531.5,Alteromonas_australica_SAMEA2621132,K03781
559,2248_TARA_SAMEA2621216_METAG_ANKHBPBN,K03781hits_moreStringent.align,1.3e-157,531.5,Alteromonas_australica_SAMEA2621216,K03781
560,2339_TARA_SAMEA2621155_METAG_BMEOCPIO,K03781hits_moreStringent.align,1.3e-157,531.5,Alteromonas_australica_SAMEA2621155,K03781
561,2491_GCF_015767655.1,K03781hits_moreStringent.align,1.3e-157,531.5,Alteromonas_sp_B31_7,K03781
562,774_TARA_SAMEA2621092_METAG_JEDFGNEM,K03781hits_moreStringent.align,1.3e-157,531.5,Alteromonas_australica_SAMEA2621092,K03781
563,1327_2585427644,K03781hits_moreStringent.align,1.3e-157,531.5,Alteromonas_australica_H17,K03781
564,3155_BGEO_SAMN07136710_METAG_AFAMJGBL,K03781hits_moreStringent.align,1.3e-157,531.5,Alteromonas_australica_SAMN07136710,K03781
565,722_TARA_SAMEA2621232_METAG_LHMCJHIB,K03781hits_moreStringent.align,1.3e-157,531.5,Alteromonas_australica_SAMEA2621232,K03781
566,857_2802429356,K03781hits_moreStringent.align,1.3e-157,531.5,Alteromonas_sp_EAC37,K03781
567,962_TARA_SAMEA2621013_METAG_FHBCEPPH,K03781hits_moreStringent.align,1.3e-157,531.5,Alteromonas_australica_SAMEA2621013,K03781
568,968_TARA_SAMEA2621099_METAG_AKPJHAOI,K03781hits_moreStringent.align,1.3e-157,531.5,Alteromonas_australica_SAMEA2621099,K03781
569,1086_TARA_SAMEA2620882_METAG_GJEPBGGD,K03781hits_moreStringent.align,1.3e-157,531.5,Alteromonas_australica_SAMEA2620882,K03781
570,2539_TARA_SAMEA2621044_METAG_NOLHAABM,K03781hits_moreStringent.align,1.3e-157,531.5,Alteromonas_australica_SAMEA2621044,K03781
571,2969_TARA_SAMEA2623513_METAG_PGGKNGAJ,K03781hits_moreStringent.align,1.3e-157,531.5,Alteromonas_australica_SAMEA2623513,K03781
572,3371_TARA_SAMEA2621020_METAG_DGKNMHLE,K03781hits_moreStringent.align,1.3e-157,531.5,Alteromonas_australica_SAMEA2621020,K03781
573,787_TARA_SAMEA2622823_METAG_PBNJCJBB,K03781hits_moreStringent.align,1.3e-157,531.5,Alteromonas_australica_SAMEA2622823,K03781
574,1170_TARA_SAMEA2623794_METAG_GMMKMDFK,K03781hits_moreStringent.align,1.3e-157,531.5,Alteromonas_australica_SAMEA2623794,K03781
575,2243_TARA_SAMEA2622801_METAG_LFPDDPPB,K03781hits_moreStringent.align,1.3e-157,531.5,Alteromonas_australica_SAMEA2622801,K03781
576,956_TARA_SAMEA2621242_METAG_MFCNHMLF,K03781hits_moreStringent.align,1.3e-157,531.5,Alteromonas_australica_SAMEA2621242,K03781
577,1892_TARA_SAMEA2621295_METAG_EFHEAJNM,K03781hits_moreStringent.align,1.4e-157,531.5,Alteromonas_australica_SAMEA2621295,K03781
578,1088_MALA_SAMN05421660_METAG_DPEMGBDK,K03781hits_moreStringent.align,1.4e-157,531.5,DPEMGBDK,K03781
